district,block,klpid,school_name,dise_code,village,child_count,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,Village,District,Block,Date,Name of the school,KLP ID,Grama Panchayat,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q1,Q2,Q3,Q4,Q5,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Total
Raichur,Lingasugur,23880,GHPS Narakaladinni,29060513901,Narakaladinni,120,74,46,0,60,59,1,69,50,1,62,56,2,34,26,60,87,33,0,57,61,2,83,37,0,61,58,1,26,24,70,Narakaladinni,Raichur,Lingasugur,17/09/2016,GHPS Narakaladinni,23880,Narakaladinni,0.86,0.36,0.45,0.36,0.18,0.55,0.5,0.36,0.82,0.86,0.36,0.32,0.86,0.05,0.09,0.18,0.23,0.36,0.55,0.23,8.55
Raichur,Lingasugur,23768,GHPS Nilogal,29060514101,Nilogal,165,96,69,0,85,77,3,86,76,3,82,79,4,63,53,49,107,50,8,49,81,35,94,69,2,88,77,0,43,28,94,Nilogal,Raichur,Lingasugur,17/12/2016,GHPS Nilogal,23768,Gejjelgatta,0.94,0.13,0.13,0.29,0.19,0.13,0.26,0.42,0.55,0.58,0.74,0.68,0.87,0.13,0,0,0.48,0.19,0.35,0.03,7.1
Raichur,Lingasugur,23908,GHPS Sanktekellur,29060515601,Sanktekellur,219,146,73,0,80,108,31,182,33,4,70,124,25,104,64,51,213,6,0,131,77,11,200,18,1,174,44,1,111,87,21,Santekellur,Raichur,Lingasugur,18/02/2017,GHPS Santekellur ,23908,Santekellur,1,0.75,0.5,1,0.88,1,0.88,1,1,1,0.75,0,1,0.88,0.88,0.63,0.75,1,1,0.5,16.38
Raichur,Lingasugur,23858,GHPS Nagalapur,29060513501,Nagalapur,190,105,83,2,190,0,0,182,8,0,82,102,6,0,190,0,190,0,0,94,91,5,190,0,0,187,3,0,1,188,1,Sarjapur,Raichur,Lingasugur,06/10/2016,GHPS Nagalapur,23858,Gangamma,0.85,0.4,0.4,0.3,0.15,0.8,0.75,0.7,0.55,0.6,0.6,0.1,0.9,0.35,0.65,0.6,0.9,0.7,0.85,0.45,11.6
Raichur,Lingasugur,23795,GMHPS Sarjapur,29060515701,Sarjapur,169,91,78,0,0,169,0,90,79,0,0,169,0,0,169,0,169,0,0,79,90,0,169,0,0,76,93,0,0,169,0,Sarjapur,Raichur,Lingasugur,06/10/2016,GMPS Sarjapur,23795,Hanamesh Naligi,0.53,0.03,0.22,0.16,0.13,0.56,0.53,0.59,0.97,0.91,0.59,0.41,0.94,0.34,0,0,0.72,0.28,0.66,0.16,8.72
Raichur,Lingasugur,23862,GLPS Timmapur,29060516701,Timmapur,100,50,50,0,0,100,0,80,10,10,63,27,10,0,100,0,91,9,0,41,47,12,100,0,0,59,41,0,0,89,11,timmapur,Raichur,Lingasugur,06/10/2016,GLPS Timmapur,23862,Bhagyalakshmi,1,0.25,0.5,0.25,0.75,1,0.5,1,1,1,1,0.75,0.75,0.75,0,0,1,1,1,0,13.5
Raichur,Lingasugur,24001,GHPS Yaradona,29060519201,Yaradona,155,60,95,0,13,131,11,137,18,0,124,21,10,22,124,9,150,5,0,22,133,0,146,9,0,38,117,0,18,81,56,Yaradona,Raichur,Lingasugur,31/12/2016,GHPS Yaradona,24001,Honnalli,0.9,0.5,0.6,0.8,0.8,0.4,0.7,0.9,0.4,0.9,0.5,0.8,1,0.7,0.4,0.6,0.9,0.9,0.9,0.9,14.5
Raichur,Manvi,24133,GHPS Athanur,29060600801,Athanur,110,43,67,0,37,67,6,39,71,0,60,48,2,62,48,0,76,34,0,34,76,0,33,77,0,36,74,0,29,81,0,Athanur,Raichur,Manvi,17/12/2016,GHPS Athanur,24133,Atnoor,0.83,0.29,0.46,0.58,0.42,0.42,0.46,0.71,0.96,0.88,0.58,0.42,0.79,0.29,0.17,0.75,0.79,0.71,0.79,0.58,11.88
Raichur,Manvi,24085,GMHPS Ballutagi,29060601201,Ballatagi,258,129,129,0,136,108,14,144,102,12,148,97,13,130,106,22,224,34,0,135,123,0,159,99,0,153,105,0,103,155,0,Ballatagi,Raichur,Manvi,20/03/2017,GMHPS Ballatagi,24085,Ballatagi,0.74,0.31,0.36,0.26,0.18,0.33,0.41,0.67,0.49,0.59,0.62,0.28,0.69,0.23,0.21,0.26,0.46,0.41,0.85,0.36,8.69
Raichur,Manvi,24009,GHPS Bhogavathi,29060602001,Bhogavathi,90,40,50,0,50,38,2,47,39,4,50,36,4,50,40,0,66,24,0,43,44,3,45,45,0,39,51,0,40,50,0,Bhogavathi,Raichur,Manvi,19/11/2016,GHPS Bhogavathi,24009,Bhogavathi,1,0.25,0.44,0.13,0.13,0.31,0.25,0.56,0.56,0.63,0.63,0.31,0.88,0.31,0.25,0.63,0.25,0.44,0.81,0.56,9.31
Raichur,Manvi,24156,GHPS Chincharaki,29060603401,Chincharaki,87,34,53,0,21,64,2,70,17,0,42,43,2,52,35,0,83,4,0,33,54,0,48,39,0,53,34,0,31,56,0,Chincharaki,Raichur,Manvi,19/11/2016,GHPS Chincharaki,24156,Chincharaki,0.9,0.24,0.76,0.76,0.38,0.9,0.76,0.81,0.86,0.9,0.71,0.38,0.9,0.76,0.43,0.71,0.86,0.95,0.95,0.95,14.9
Raichur,Manvi,24235,GHPS Gudadinni,29060604801,K gudadinni,140,76,64,0,45,95,0,110,30,0,69,71,0,97,43,0,131,9,0,59,81,0,77,63,0,66,74,0,75,65,0,Gudadinni K,Raichur,Manvi,07/10/2016,GHPS Gudadinni K,24235,Eramma,0.9,0.77,0.8,0.9,0.9,0.97,1,1,0.97,0.93,0.83,1,0.83,0.87,0.97,0.87,0.9,0.83,0.73,1,17.97
Raichur,Manvi,24029,GHPS Halebazar Kallur,29060608404,Halebazar Kallur,110,41,67,2,44,58,8,50,57,3,64,44,2,72,37,1,77,31,2,54,55,1,53,56,1,39,69,2,31,79,0,Halebazar kallur,Raichur,Manvi,10/09/2016,GLPS Halebazar kallur,24029,Kallur,0.9,0,0.25,0,0.05,0.1,0.05,0.5,0.55,0.5,0.35,0.55,0.85,0,0,0,0.25,0,0.1,0.3,5.3
Raichur,Manvi,24238,GHPS Harvi,29060605601,Harvi,125,54,71,0,58,67,0,58,67,0,70,53,2,53,69,3,100,25,0,53,72,0,66,59,0,65,60,0,44,81,0,Haravi,Raichur,Manvi,07/10/2016,GHPS Haravi,24238,Gowramma,0.61,0.39,0.78,0.61,0.22,0.39,0.5,0.67,0.61,0.78,0.61,0.5,0.72,0.39,0.11,0,0.89,1,0.94,0.89,11.61
Raichur,Manvi,24140,GHPS Jakkaladinni,29060607201,Jakkaladinni,110,50,60,0,49,55,6,61,43,6,55,48,7,67,43,0,87,23,0,54,56,0,52,58,0,57,53,0,32,78,0,Jakkaladinni,Raichur,Manvi,17/12/2016,GLPS Jakkaladinni,24140,Atnoor,0.83,0.5,1,0.67,0.83,0.5,0.83,1,0.83,1,0.5,0.67,1,0.17,0.5,1,1,1,1,0.17,15
Raichur,Manvi,24027,GLPS Girls Kallur,29060608401,Kallur,130,68,62,0,68,61,1,59,71,0,78,52,0,43,87,0,119,11,0,64,66,0,80,50,0,72,58,0,67,63,0,Kallur,Raichur,Manvi,10/09/2016,GLPS Girls Kallur,24027,Kallur,0.95,0.58,0.68,0.21,0.32,0.79,0.68,0.68,0.89,0.68,0.58,0.74,0.95,0.32,0.16,0.11,0.53,0.42,0.58,0.11,10.95
Raichur,Manvi,24178,GLPS Koravi,29060609201,Koravi,90,28,61,1,24,54,12,35,54,1,36,52,2,45,45,0,68,22,0,43,47,0,36,54,0,29,61,0,39,51,0,Koravi,Raichur,Manvi,19/11/2016,GLPS Koravi,24178,Sadapur,1,0.64,0.64,0.91,0.91,0.77,0.77,0.95,1,0.95,0.95,1,1,0.82,0.64,0,1,0.95,0.5,0.45,15.86
Raichur,Manvi,24076,GHPS GIRLS Kurdi,29060609602,Kurdi,221,102,119,0,56,163,2,185,36,0,116,105,0,123,87,11,209,12,0,94,127,0,131,90,0,115,106,0,110,111,0,Kuradi,Raichur,Manvi,07/10/2016,GHPS Girls Kuradi,24076,Gangamma,0.8,0.3,0.6,0.9,0.5,0.2,0.5,0.9,0.7,0.9,0.5,0.1,0.7,0.5,0.4,0.5,0.8,1,0.9,0.1,11.8
Raichur,Manvi,24251,GHPS Sannahosur,29060613201,Sannahosur,130,66,64,0,74,51,5,81,48,1,72,57,1,60,48,22,121,8,1,69,61,0,95,35,0,90,40,0,63,67,0,Madagiri,Raichur,Manvi,24/09/2016,GHPS Sannahosur,24251,Madagiri,0.94,0.41,0.82,0.71,0.53,0.59,0.88,0.94,0.82,0.65,0.65,0.71,0.88,0.65,0.47,0.65,0.94,0.94,0.82,0.47,14.47
Raichur,Manvi,24244,GMPHS Madagiri,29060610001,Madagiri,154,71,83,0,87,62,5,75,76,3,84,69,1,57,93,4,118,35,1,82,69,3,96,57,1,103,49,2,72,81,1,Madagiri,Raichur,Manvi,24/09/2016,GMHPS Madagiri,24244,Madagiri,0.68,0.24,0.47,0.56,0.62,0.53,0.65,0.56,0.79,0.68,0.44,0.53,0.68,0.47,0.18,0.56,0.76,0.71,0.71,0.18,10.97
Raichur,Manvi,24096,GHPS Mallat,29060616601,Mallat,120,69,51,0,75,45,0,61,59,0,64,56,0,34,72,14,108,12,0,74,46,0,101,19,0,104,16,0,65,55,0,Mallat,Raichur,Manvi,17/12/2016,GHPS Mallat,24096,Mallat,0.9,0.5,0.4,0.5,0.6,0.5,0.5,0.7,0.9,0.8,1,0.8,0.9,0.8,0.6,1,0.7,1,0.8,0.9,14.8
Raichur,Manvi,24014,GHPS Mustur,29060611001,Mustur,137,49,88,0,60,68,9,67,68,2,74,63,0,79,56,2,94,42,1,59,77,1,55,82,0,52,84,1,37,100,0,Mustur,Raichur,Manvi,19/11/2016,GHPS Mustur,24014,Bhogavathi,1,1,1,1,0.91,1,0.82,1,1,1,1,0.91,1,0.91,0.77,0,0.91,1,1,0.95,18.18
Raichur,Manvi,24064,GHPS Nakkunda,29060611201,Nakkunda,92,51,41,0,67,25,0,40,52,0,43,49,0,25,67,0,81,11,0,50,42,0,71,21,0,60,32,0,37,55,0,Nakkunda,Raichur,Manvi,08/10/2016,GHPS Nakkunda,24064,Sumangala,0.86,0.52,0.89,0.84,0.59,0.75,0.73,0.8,0.91,0.68,0.89,0.8,0.75,0.66,0.68,0.23,0.73,0.3,0.75,0.84,14.18
Raichur,Manvi,24187,GHPS Sangapur,29060613101,Sangapur,100,46,54,0,58,42,0,57,43,0,42,58,0,37,63,0,90,10,0,54,46,0,59,41,0,62,38,0,35,65,0,Sangapur,Raichur,Manvi,06/10/2016,GHPS Sangapur,24187,Jyothi,0.8,0.47,0.47,0.6,0.4,0.4,0.4,0.6,0.73,1,0.93,0.67,0.67,0.47,0.33,0.8,0.8,0.8,0.87,0.53,12.73
Raichur,Sindhanur,24683,GHPS Bangari camp,29060810703,Bangari Camp,95,93,2,0,95,0,0,94,1,0,1,87,7,95,0,0,91,4,0,70,23,2,91,4,0,79,15,1,71,12,12,Bangari Camp,Raichur,Sindhanur,13/01/2017,GHPS Bangari Camp,24683,Roudakunda,0.82,0.24,0.59,0.47,0.41,0.41,0.47,0.76,0.94,0.94,0.65,0.71,0.82,0.29,0.53,0.88,0.59,0.82,0.88,0.82,13.06
Raichur,Sindhanur,24694,GHPS Banniganur,29060800901,Banniganur,75,47,22,6,67,0,8,72,0,3,68,0,7,0,74,1,68,0,7,53,5,17,65,2,8,47,11,17,1,7,67,Banniganur,Raichur,Sindhanur,31/12/2016,GHPS Banniganur,24694,Ramatnal,1,0.4,0.6,0.2,0.6,0.2,0.2,1,1,1,0.6,0.2,0.8,0.4,0.2,0.4,0.4,1,1,0,11.2
Raichur,Sindhanur,24555,GHPS Basapur EJ,29060801101,Basapur EJ,98,83,15,0,86,0,12,98,0,0,31,66,1,79,4,15,98,0,0,49,48,1,96,2,0,92,6,0,58,32,8,Basapur EJ,Raichur,Sindhanur,18/02/2017,GHPS Basapur EJ,24555,Yelekudalagi,1,0.8,0.7,0.8,0.3,0.3,0.9,0.9,0.9,0.9,0.8,0.4,0.8,0.5,0.5,0.9,0.9,0.9,1,0.1,14.3
Raichur,Sindhanur,24528,GHPS Basapur K,29060801201,Basapur K,103,72,31,0,83,11,9,98,0,5,91,2,10,68,13,22,89,7,7,52,27,24,82,3,18,86,9,8,35,67,1,Basapur K,Raichur,Sindhanur,19/11/2016,GHPS Basapur K,24528,Basapur K,0.62,0.24,0.1,0.14,0.19,0,0,0.14,0.52,0.57,0.19,0.24,0.67,0.14,0.1,0.48,0.14,0.05,0.29,0.05,4.86
Raichur,Sindhanur,24697,GHPS Diddigi,29060803201,Diddigi,200,65,48,87,54,51,95,59,50,91,51,49,100,52,49,99,57,47,96,54,60,86,60,45,95,54,55,91,64,54,82,Diddigi,Raichur,Sindhanur,28/12/2016,GHPS Diddigi,24697,Ramatnal,0.89,0.38,0.59,0.41,0.51,0.35,0.32,0.65,0.7,0.78,0.35,0.7,0.78,0.3,0.38,0.08,0.43,0.57,0.76,0.11,10.05
Raichur,Sindhanur,24740,GHPS Giniwar,29060803601,Giniwar,90,49,41,0,39,51,0,41,49,0,90,0,0,30,60,0,90,0,0,1,89,0,90,0,0,20,70,0,52,38,0,Giniwar,Raichur,Sindhanur,17/03/2017,GHPS Giniwar,24740,Walaballary,1,0.7,0.7,0.4,0.3,0.4,0.5,0.9,1,1,0.7,0.6,0.8,0.2,0.4,0,0.9,0.8,0.7,0.7,12.7
Raichur,Sindhanur,24699,GHPS Gonawar,29060804001,Gonawar,170,136,19,15,49,121,0,159,5,6,29,130,11,106,23,41,148,13,9,84,68,18,153,15,2,140,13,17,14,69,87,Gonawar ,Raichur,Sindhanur,24/12/2016,GHPS Gonawar,24699,Gonwar,0.5,0.03,0.13,0,0,0.17,0.17,0.47,0.5,0.47,0.5,0.17,0.57,0.4,0.07,0.1,0.63,0.17,0.73,0.17,5.93
Raichur,Sindhanur,24518,GHPS Goudanabhavi,29060804401,Goudanabhavi,178,81,91,6,158,0,20,135,0,43,125,0,53,0,84,94,178,0,0,148,0,30,178,0,0,178,0,0,7,124,47,Goudanabhavi,Raichur,Sindhanur,05/11/2016,GHPS Goudanabhavi,24518,Amarappa,0.46,0.15,0.08,0.23,0.08,0.31,0.31,0.08,0.38,0.62,0.23,0.15,0.62,0.08,0,0,0.15,0.23,0.15,0.15,4.23
Raichur,Sindhanur,24608,GHPS Gunda,29060804801,Gunda,150,126,24,0,140,9,1,125,23,2,70,75,5,123,27,0,137,12,1,112,32,6,141,9,0,132,18,0,105,45,0,Gunda,Raichur,Sindhanur,26/11/2016,GHPS Gunda,24608,Fakiramma,1,0.56,0.89,0.11,0,0.67,0.78,1,0.89,0.89,0.22,0.56,0.56,0.11,0.11,0.67,0.22,0.78,0.67,0.56,11.22
Raichur,Sindhanur,24537,GHPS Hanchinal K,29060805101,Jalihal,81,43,37,1,53,0,28,81,0,0,31,1,49,28,0,53,78,2,1,55,23,3,78,3,0,68,13,0,41,38,2,Hanchinal (K),Raichur,Sindhanur,19/11/2016,GHPS Hanchinal (K),24537,Jalihal ,0.93,0.53,0.6,0.27,0.27,0.13,0.07,0.6,0.67,0.87,0.4,0.2,1,0,0.07,0.53,0.47,0.6,0.93,0.27,9.4
Raichur,Sindhanur,24565,GHPS Hanchinal U,29060805001,Hanchinal U,169,160,7,2,165,0,4,168,0,1,169,0,0,163,0,6,113,55,1,75,92,2,139,30,0,124,45,0,163,4,2,Hanchinal U,Raichur,Sindhanur,19/11/2016,GHPS Hanchinal U,24565,Kolabal,0.8,0.27,0.4,0.73,0.6,0.27,0.07,0.4,0.6,0.8,0.53,0.2,0.53,0.2,0.4,0.47,0.2,0.2,0.33,0.67,8.67
Raichur,Sindhanur,24611,GHPS Hogarnal,29060806001,Hogarnal,86,85,1,0,86,0,0,86,0,0,86,0,0,67,0,19,86,0,0,69,17,0,86,0,0,68,18,0,58,28,0,Hogarnal,Raichur,Sindhanur,12/11/2016,GHPS Hogarnal,24611,Fakiramma,0.5,0.33,0.5,0.17,0.17,0.33,0.33,0.67,0.83,0.83,0.83,0.67,0,0.33,0.17,0,0.5,0.67,0.83,0.17,8.83
Raichur,Sindhanur,24676,GHPS Huda,29060806401,Huda,150,114,34,2,136,0,14,138,2,10,112,8,30,108,2,40,141,7,2,94,42,14,135,9,6,108,30,12,83,56,11,Huda,Raichur,Sindhanur,24/09/2016,GHPS Huda,24676,Mukkunda,1,0.73,0.82,0.36,0.36,0.64,0.73,0.91,0.91,1,1,0.36,1,0.36,0.18,0.45,0.82,1,0.82,0.27,13.73
Raichur,Sindhanur,24538,GHPS Jalihal,29060806701,Jalihal,207,130,76,1,149,5,53,142,20,45,21,125,61,112,16,79,187,4,16,113,51,43,176,10,21,154,18,35,112,91,4,Jalihal,Raichur,Sindhanur,19/11/2016,GHPS Jalihal,24538,Jalihal ,0.64,0.18,0.32,0.18,0.09,0.41,0.23,0.45,0.45,0.73,0.68,0.09,0.86,0.23,0.05,0.55,0.59,0.55,0.27,0.32,7.86
Raichur,Sindhanur,24546,GHPS Jambunathanahalli,29060806901,Jambunathanahalli,74,57,10,7,46,10,18,58,8,8,50,11,13,49,10,15,57,7,10,43,17,14,56,9,9,54,7,13,43,15,16,Jambunathanahalli,Raichur,Sindhanur,19/11/2016,GHPS Jambunathanahalli,24546,Basapur K,0.88,0.47,0.47,0.59,0.47,0.41,0.29,0.59,0.65,0.76,0.47,0.29,0.82,0.47,0.18,0.06,0.12,0.59,0.65,0.65,9.88
Raichur,Sindhanur,24583,GHPS Jangamarahatti,29060807001,Jangamarahatti,110,72,11,27,99,1,10,100,2,8,44,30,36,70,10,30,94,2,14,73,10,27,101,2,7,103,3,4,15,7,88,Jangamarahatti,Raichur,Sindhanur,27/01/2017,GHPS Jangamarahatti,24583,Jawalagera,0.91,0.57,0.74,0.43,0.43,0.43,0.39,0.52,0.57,0.61,0.39,0.35,0.78,0.35,0.22,0.22,0.57,0.65,0.74,0.22,10.09
Raichur,Sindhanur,24586,GMHPS Jawalagera,29060807104,Jawalagera,210,126,84,0,117,58,35,128,66,16,144,26,40,83,64,63,201,4,5,83,105,22,201,5,4,112,91,7,87,119,4,Jawalagera,Raichur,Sindhanur,26/01/2017,GMPS Jawalagera,24586,Jawalagera,0.56,0.31,0.39,0.33,0.17,0.31,0.19,0.39,0.33,0.36,0.08,0.14,0.61,0.11,0,0.25,0.17,0.36,0.53,0.22,5.81
Raichur,Sindhanur,24570,GHPS Kanur,29060807601,Kanur,94,94,0,0,94,0,0,94,0,0,23,71,0,94,0,0,87,2,5,63,13,18,77,7,10,69,10,15,63,16,15,Kannur,Raichur,Sindhanur,19/11/2016,GHPS Kannur,24570,Kolabal,0.67,0.07,0.4,0.93,0.73,0.73,0.2,0.47,0.93,0.73,0.67,0.33,0.6,0.53,0.4,0.67,0.67,0.67,0.4,0.07,10.87
Raichur,Sindhanur,24571,GHPS Kolabal,29060808001,Kolabal,179,125,50,4,101,64,14,175,1,3,101,70,8,124,15,40,174,5,0,142,35,2,166,13,0,151,28,0,85,71,23,Kolabal,Raichur,Sindhanur,19/11/2016,GHPS Kolabal,24571,Kolabal,0.68,0.12,0.29,0.61,0.59,0.63,0.44,0.88,0.8,0.66,0.66,0.37,0.68,0.76,0.54,0.66,0.68,0.8,0.83,0.85,12.54
Raichur,Sindhanur,24655,GHPS Kurakunda,29060808201,Kurakunda,193,81,84,28,26,79,88,52,72,69,24,115,54,46,65,82,192,1,0,160,24,9,184,4,5,183,10,0,60,93,40,Kurakunda,Raichur,Sindhanur,28/10/2016,GLPS Kurakunda,24655,Amargowda,0.67,0.17,0.33,0,0,0,0,0.5,0.83,0.33,0.5,0.33,0.83,0,0,0,0.17,0.67,0.17,0,5.5
Raichur,Sindhanur,24656,GHPS Malladagudda,29060808601,Malladagudda,75,62,13,0,71,0,4,75,0,0,0,75,0,75,0,0,73,2,0,35,40,0,75,0,0,71,4,0,44,31,0,Malladagudda,Raichur,Sindhanur,28/01/2017,GHPS Malladagudda,24656,Virupapur,0.73,0.41,0.45,0.45,0.59,0.27,0.36,0.68,0.41,0.5,0.32,0.18,0.86,0.59,0.18,0.73,0.14,0.5,0.73,0.14,9.23
Raichur,Sindhanur,24724,GHPS Mallapur,29060808701,Mallapur,79,70,9,0,70,5,4,55,12,12,3,64,12,29,23,27,58,14,7,39,27,13,47,25,7,42,24,13,25,45,9,Mallapur,Raichur,Sindhanur,11/02/2017,GHPS Mallapur,24724,Buthaladinni,0.86,0.57,0.57,0.14,0.57,0.43,0.43,0.43,0.71,0.71,0.43,0.29,1,0.43,0.43,0.14,0.57,0.86,0.57,0.14,10.29
Raichur,Sindhanur,24547,GHPS Mavinamadu,29060809001,Mavinamadu,60,49,11,0,60,0,0,59,1,0,2,58,0,33,27,0,55,2,3,19,24,17,56,2,2,54,4,2,37,23,0,Mavinamadu,Raichur,Sindhanur,26/11/2016,GHPS Mavinamadu,24547,Chandramma,0.9,0.3,0.5,0.15,0.1,0.15,0.15,0.75,0.85,0.85,0.45,0.4,0.7,0.35,0.2,0.1,0.45,0.35,0.35,0.5,8.55
Raichur,Sindhanur,24679,GHPS Mukkunda,29060809301,Mukkunda,215,125,83,7,197,2,16,183,28,4,162,9,44,146,15,54,203,5,7,133,42,40,199,7,9,180,22,13,117,82,16,Mukkunda,Raichur,Sindhanur,24/09/2016,GHPS Mukkunda,24679,Mukkunda,0.88,0.56,0.72,0.41,0.22,0.38,0.44,0.72,0.81,0.88,0.66,0.44,0.78,0.25,0.28,0.38,0.44,0.84,0.78,0.44,11.28
Raichur,Sindhanur,24706,GHPS Ragalaparavi,29060810202,Ragalparvi,154,69,79,6,151,0,3,145,2,7,107,30,17,2,145,7,140,11,3,68,69,17,136,10,8,112,27,15,58,74,22,Ragalaparavi ,Raichur,Sindhanur,27/12/2016,GHPS Ragalaparavi ,24706,Ragalparvi,0.72,0.13,0.09,0.41,0.28,0.09,0.13,0.09,0.59,0.41,0.34,0,0.69,0.13,0,0.47,0.81,0.97,0.69,0.84,7.88
Raichur,Sindhanur,24708,GHPS Ramathanal,29060810301,Ramathanal,140,116,21,3,105,28,7,69,71,0,35,101,4,16,107,17,113,16,11,55,49,36,114,19,7,108,25,7,49,80,11,Rahmathanal,Raichur,Sindhanur,28/12/2016,GHPS Ramathanal,24708,Ramatnal,0.85,0.44,0.67,0.22,0.33,0.44,0.3,0.59,0.81,0.89,0.63,0.59,0.78,0.3,0.33,0.56,0.59,0.96,0.85,0.52,11.67
Raichur,Sindhanur,24681,GHPS Roudakunda,29060810701,Roudakunda,205,163,42,0,84,121,0,205,0,0,205,0,0,180,25,0,197,8,0,126,79,0,191,14,0,165,40,0,105,100,0,Roudakunda,Raichur,Sindhanur,08/01/2017,GHPS Roudakunda,24681,Roudakunda,0.91,0.36,0.52,0.79,0.61,0.58,0.76,0.85,0.76,0.82,0.48,0.42,0.64,0.76,0.73,0.97,0.88,0.88,0.85,0.97,14.52
Raichur,Sindhanur,24658,GHPS Thidigol,29060811701,Thidigol,148,69,60,19,147,0,1,118,13,17,66,32,50,74,12,62,134,11,3,103,32,13,122,19,7,121,18,9,66,47,35,Thidigol,Raichur,Sindhanur,28/10/2016,GHPS Thidigol,24658,Amargowda,0.92,0.42,0.58,0.33,0.33,0.42,0.42,0.67,0.75,0.92,0.75,0.5,0.83,0.25,0,0,0.58,0.83,0.5,0.17,10.17
Raichur,Sindhanur,24622,GHPS Umaluti,29060812301,Umaluti,147,118,29,0,144,1,2,139,8,0,0,145,2,123,24,0,145,2,0,137,10,0,141,5,1,126,20,1,130,17,0,Umaluti,Raichur,Sindhanur,05/11/2016,GHPS Umaluti,24622,Parvathamma,0.84,0.53,0.63,0.26,0.21,0.58,0.58,0.47,0.68,0.58,0.53,0.11,0.84,0.32,0.26,0,0.58,0.58,0.84,0.68,10.11
Raichur,Sindhanur,24672,GHPS Virupapur,29060812601,Virupapur,219,166,52,1,216,1,2,169,8,42,23,163,33,151,18,50,216,0,3,208,0,11,214,0,5,208,2,9,113,79,27,Virapura,Raichur,Sindhanur,28/01/2017,GHPS Virapura,24672,Virupapur,0.58,0.25,0.28,0.3,0.3,0.3,0.32,0.46,0.63,0.46,0.37,0.35,0.53,0.32,0.19,0.47,0.39,0.68,0.6,0.4,8.16
Raichur,Sindhanur,24712,GHPS Yalpalaparvi,29060813001,Yalpalaparvi,66,11,55,0,46,11,9,51,4,11,0,61,5,0,66,0,50,16,0,18,45,3,43,20,3,38,25,3,0,59,7,Yapalaparvi,Raichur,Sindhanur,27/12/2016,GHPS Yalpalaparvi,24712,Ragalparvi,0.81,0.56,0.44,0.56,0.44,0.56,0.63,0.5,0.69,0.69,0.63,0.38,0.88,0.44,0.19,0.06,0.5,0.63,0.75,0.5,10.81
Yadgiri,Shahapur,24899,GHPS Bablad,29330701002,Bablad,149,65,84,0,0,149,0,98,29,22,0,149,0,0,149,0,140,5,4,65,60,24,135,10,4,84,60,5,0,149,0,Bablad,Yadgiri,Shahapur,05/10/2016,GHPS Bablad,24899,Gurusunagi,0.9,0.9,1,0.5,0.4,0.9,0.8,0.6,0.8,0.8,0.7,0.8,1,0.9,0.7,0.1,0.1,0.6,0.1,1,13.6
Yadgiri,Shahapur,24886,GHPS Biranoor,29330701701,Biranoor,130,95,35,0,2,128,0,130,0,0,129,1,0,93,33,4,120,10,0,56,74,0,125,5,0,96,33,1,39,22,69,Biranoor,Yadgiri,Shahapur,10/09/2016,GHPS Biranoor,24886,Biranoor,0.84,0.52,0.72,0.08,0,0.24,0.28,0.6,0.88,0.84,0.6,0.48,0.68,0.16,0.16,0,0.84,0.72,0.72,0.52,9.88
Yadgiri,Shahapur,24963,GHPS Gaddesugur,29330703701,Gaddesugur,189,79,110,0,11,178,0,129,60,0,8,181,0,11,178,0,170,19,0,103,86,0,185,4,0,101,88,0,0,189,0,Gaddesugur,Yadgiri,Shahapur,05/10/2016,GLPS Gaddesugur,24963,Halgera,0.91,0.55,0,0,0,0,0,0.09,1,1,1,0,1,0.09,0,0,0.09,0.91,0,0,6.64
Yadgiri,Shahapur,24913,GHPS Gurasunagi,29330715801,Gurusunagi,139,82,57,0,0,139,0,82,23,34,0,138,1,0,139,0,137,2,0,73,56,10,138,1,0,87,52,0,0,139,0,Gurusunagi ,Yadgiri,Shahapur,01/10/2016,GHPS Gurusunagi,24913,Gurusunagi,0.87,0.29,0.66,0.58,0.42,0,0,0.74,0.79,0.97,0.87,0,0.97,0.79,0.08,0.87,0.84,0.87,0.95,0.97,12.53
Yadgiri,Shahapur,24965,GHPS Halgera,29330705201,Halgera,149,80,69,0,0,149,0,102,47,0,8,141,0,2,147,0,123,26,0,97,51,1,136,13,0,83,66,0,0,149,0,Halgera,Yadgiri,Shahapur,19/10/2016,GHPS Halgera,24965,Halgera,0.79,0.26,0.42,0,0,0.42,0.11,0.53,0.95,0.68,0.16,0.16,0.84,0.11,0,0,0.53,0.21,0.05,0,6.26
Yadgiri,Shorapur,24890,GHPS Hayyal B,29330705801,Hayyal B,230,90,140,0,0,230,0,94,91,45,228,2,0,0,230,0,230,0,0,4,181,45,174,56,0,92,138,0,0,230,0,Hayyal (B),Yadgiri,Shahapur,04/03/2017,GHPS Hayyal (B),24890,Hayyal (B),0.69,0.22,0.44,0.35,0.19,0.44,0.46,0.59,0.79,0.79,0.44,0.37,0.6,0.46,0.51,0.28,0.19,0.51,0.34,0.1,8.78
