district,block,klpid,school_name,dise_code,village,child_count,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,Village,District,Block,Date,Name of the school,KLP ID,Grama Panchayat,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q1,Q2,Q3,Q4,Q5,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Total
Bidar,Humnabad,5448,GMPS Kodambal,29050504801,Kodambal,130,60,70,0,63,11,56,117,13,0,71,56,3,90,15,25,112,18,0,83,47,0,109,19,2,85,45,0,66,64,0,Kodambal,Bidar,Humnabad,03/09/2016,GMPS Kodambal,5448,Kodambal,0.78,0.08,0.49,0.24,0.02,0.18,0.2,0.27,0.59,0.51,0.33,0.35,0.67,0.2,0,0.06,0.39,0.24,0.53,0.41,6.55
Bidar,Humnabad,5588,GHPS Meenkera,29050505801,Meenkera,79,39,40,0,36,19,24,57,22,0,50,29,0,34,35,10,52,27,0,43,36,0,49,30,0,45,34,0,26,53,0,Meenkera,Bidar,Humnabad,11/02/2017,GHPS Meenkera,5588,Meenkera,0.77,0.36,0.55,0.41,0.64,0.27,0.32,0.5,0.68,0.68,0.64,0.27,0.73,0.41,0.5,0.77,0.5,0.68,0.59,0.68,10.95
Bidar,Humnabad,5520,GHPS Nandgaon,29050506602,Nandgaon,80,24,56,0,24,0,56,73,7,0,57,23,0,52,0,28,78,1,1,57,23,0,69,11,0,65,15,0,43,37,0,Nandgaon,Bidar,Humnabad,27/08/2016,GHPS Nandgaon,5520,Nandgaon,0.85,0.37,0.59,0.41,0.22,0.3,0.11,0.33,0.48,0.67,0.52,0.33,0.78,0.37,0.04,0,0.78,0.78,0.44,0.78,9.15
Bidar,Humnabad,5464,GHPS Sonkera,29050508101,Sonkera,70,32,38,0,25,29,16,45,20,5,38,32,0,32,30,8,43,26,1,33,31,6,41,28,1,35,34,1,28,39,3,Sonkera,Bidar,Humnabad,20/01/2017,GHPS Sonkera,5464,Chandanhalli,0.94,0.11,0.17,0.5,0.17,0.17,0.22,0.5,0.83,0.28,0.28,0.22,0.94,0.5,0.22,0.22,0.39,0.44,0.33,0,7.44
Bidar,Humnabad,5559,GHPS Udbal,29050508301,Udbal,105,51,54,0,55,11,39,92,13,0,66,37,2,68,11,26,92,13,0,69,36,0,83,22,0,67,38,0,53,49,3,Udbal,Bidar,Humnabad,31/12/2016,GHPS Udbal,5559,Udabal,0.89,0.67,0.39,0.89,0.83,0,0.61,0.94,0.61,0.83,0.72,0.78,0.83,0.61,0,0,0.44,0.83,0.89,0,11.78
GADAG,MUNDARAGI,36886,GHPS ASHAKIRAN( KAKKUR TANDE),29080204101,KAKKUR TANDA,136,72,64,0,68,68,0,101,34,1,71,65,0,67,69,0,91,45,0,45,91,0,93,43,0,78,58,0,50,84,2,Ashakiran Kakkur Tanda,Gadag,Mundaragi,10/12/2016,GHPS Ashakiran (Kakkur Tanda),36886,Hesarur,0.68,0.37,0.53,0.42,0.32,0.58,0.63,0.42,0.47,0.42,0.05,0.16,0.84,0.26,0.16,0.16,0.21,0.21,0.16,0.05,7.11
GADAG,MUNDARAGI,36855,GHPS ATTIKATTI,29080201201,ATTIKATTI,77,43,34,0,50,27,0,61,16,0,6,71,0,46,31,0,72,5,0,33,27,17,76,1,0,67,10,0,34,43,0,Attikatti,Gadag,Mundaragi,31/12/2016,GHPS Attikatti,36855,Shivajinagar,0.85,0.38,0.54,0.31,0.23,0.23,0.15,0.62,0.69,0.62,0.15,0.23,0.62,0.31,0.08,0.46,0.15,0.31,0.31,0.46,7.69
GADAG,MUNDARAGI,36834,GHPS BAGEWADI,29080202901,BAGEWADI,151,140,10,1,80,70,1,130,21,0,74,77,0,72,73,6,133,15,3,94,56,1,132,18,1,128,23,0,12,132,7,Bagewadi,Gadag,Mundaragi,10/12/2016,GHPS Bagewadi ,36834,Bagewadi ,0.86,0.21,0.36,0.71,0.29,0.07,0.5,0.64,0.64,0.71,0.36,0.36,0.93,0.36,0.14,0.57,0.57,0.57,0.29,0,9.14
GADAG,MUNDARAGI,36824,GHPS BARADUR,29080201901,BARADUR,141,133,1,7,134,4,3,116,15,10,15,120,6,102,9,30,113,12,16,99,22,20,109,13,19,123,8,10,75,13,53,Baradur,Gadag,Mundaragi,03/12/2016,GHPS Baradur,36824,Meundi,1,0.91,1,1,1,0.82,1,1,1,1,0.27,0.18,0.91,1,0.27,0,0.91,0.82,1,0.36,15.45
GADAG,MUNDARAGI,36853,GHPS BASAPUR,29080202801,BASAPUR,37,22,15,0,19,2,16,12,3,22,19,13,5,18,1,18,30,7,0,11,26,0,27,10,0,16,21,0,9,28,0,Basapur,Gadag,Mundaragi,17/12/2016,GHPS Basapur,36853,Harogeri,0.6,0,0.4,0,0,0,0.4,0.6,0.6,0.2,0,0,0.6,0.6,0,0,0,0,0,0.2,4.2
GADAG,MUNDARAGI,36885,GHPS BENNIHALLI,29080203901,BENNIHALLI,102,59,43,0,65,16,21,76,16,10,13,83,6,51,19,32,94,8,0,72,30,0,96,6,0,90,12,0,40,62,0,Bennihalli,Gadag,Mundaragi,10/12/2016,GHPS Bennihalli,36885,Korlahalli,0.96,0.42,0.58,0.42,0.69,0.54,0.54,0.77,0.85,0.69,0.65,0.38,0.92,0.42,0.23,0.31,0.73,0.77,0.88,0.04,11.81
GADAG,MUNDARAGI,36823,GHPS BIDNAL,29080203801,BIDNAL,120,72,48,0,32,58,30,82,21,17,36,77,7,37,35,48,112,8,0,57,63,0,108,12,0,94,25,1,34,85,1,Bidnal,Gadag,Mundaragi,10/12/2016,GHPS Bidnal,36823,Bidnal,0.5,0.23,0.23,0.23,0.19,0.31,0.08,0.27,0.46,0.38,0.27,0.15,0.35,0.08,0.04,0.08,0.23,0.08,0.23,0.27,4.65
GADAG,MUNDARAGI,36849,GHPS BUDIHAL,29080203301,BUDIHAL,87,55,32,0,80,2,5,85,2,0,10,75,2,63,4,20,84,2,1,28,59,0,78,9,0,70,17,0,28,58,1,Budihal,Gadag,Mundaragi,10/12/2016,GHPS Budihal,36849,Bidnal,0.64,0.09,0.36,0.36,0.27,0.45,0.55,0.45,0.82,0.73,0.45,0.36,0.91,0.45,0.18,0.36,0.36,0.36,0.45,0,8.64
GADAG,MUNDARAGI,36857,GHPS CHURCHIHAL,29080200301,CHURCHIHAL,64,28,36,0,61,0,3,64,0,0,11,45,8,26,20,18,62,2,0,29,30,5,62,1,1,40,23,1,22,39,3,Churchihal,Gadag,Mundaragi,08/10/2016,GHPS Churchihal,36857,Susheelamma,0.92,0.58,0.58,0.42,0.5,0.5,0.42,0.58,0.5,0.5,0.33,0.58,0.75,0.42,0.25,0.08,0.83,0.25,0.42,0,9.42
GADAG,MUNDARAGI,36843,GHPGS DAMBAL,29080201504,DAMBAL,181,88,93,0,181,0,0,163,18,0,7,174,0,81,100,0,169,12,0,65,83,33,166,15,0,129,52,0,75,106,0,Dambal,Gadag,Mundaragi,25/11/2016,GHPGS Dambal,36843,Dambal,0.71,0.2,0.34,0.31,0.23,0.29,0.43,0.34,0.6,0.51,0.31,0.23,0.6,0.14,0.11,0.03,0.31,0.14,0.43,0.03,6.31
GADAG,MUNDARAGI,36844,GHPS DPEP DAMBAL,29080201503,DAMBAL,274,134,140,0,238,36,0,246,28,0,32,242,0,151,123,0,223,51,0,60,154,60,233,41,0,200,74,0,140,134,0,Dambal,Gadag,Mundaragi,12/11/2016,GHPS DPEP Dambal,36844,Dambal,0.73,0.23,0.38,0.21,0.21,0.09,0.14,0.55,0.82,0.57,0.5,0.32,0.66,0.23,0.09,0.29,0.3,0.41,0.43,0.09,7.27
GADAG,MUNDARAGI,36845,GMCS DAMBAL,29080201501,DAMBAL,238,117,121,0,4,233,1,231,7,0,6,232,0,109,129,0,171,67,0,59,139,40,179,59,0,163,75,0,107,130,1,Dambal,Gadag,Mundaragi,18/11/2016,GMCS Dambal,36845,Dambal,0.69,0.26,0.51,0.23,0.21,0.18,0.31,0.62,0.67,0.67,0.41,0.23,0.69,0.18,0.15,0.08,0.38,0.18,0.33,0.15,7.13
GADAG,MUNDARAGI,36858,GHPS DINDUR,29080201101,DINDUR,79,41,38,0,69,9,1,69,9,1,8,70,1,42,37,0,70,9,0,26,22,31,69,10,0,67,12,0,35,44,0,Dindur,Gadag,Mundaragi,31/12/2016,GHPS Dindur,36858,Shivajinagar,1,0.33,0.5,0.67,0.67,0.5,0.5,0.67,0.83,0.83,0.67,0.17,0.83,0.5,0.17,0.67,0.67,0.5,0.5,0,11.17
GADAG,MUNDARAGI,36856,GHPGS DONI,29080201404,DONI,247,135,112,0,114,133,0,234,13,0,17,230,0,117,130,0,220,27,0,116,51,80,215,32,0,203,44,0,109,138,0,Doni,Gadag,Mundaragi,17/01/2017,GHPGS Doni,36856,Doni,0.91,0.62,0.74,0.59,0.47,0.53,0.68,0.79,0.82,0.88,0.5,0.47,0.85,0.65,0.29,0.12,0.5,0.71,0.88,0.68,12.68
GADAG,MUNDARAGI,36861,GHPS DONI,29080201402,DONI,227,115,112,0,114,113,0,215,12,0,7,220,0,120,107,0,196,30,1,97,56,74,197,30,0,169,58,0,113,114,0,Doni,Gadag,Mundaragi,13/01/2017,GHPS Doni,36861,Doni,0.78,0.26,0.3,0.26,0.3,0.3,0.3,0.57,0.61,0.78,0.22,0.3,0.83,0.3,0.35,0.39,0.43,0.65,0.57,0.43,8.96
GADAG,MUNDARAGI,36821,GLPS (DPEP) DONI,29080201401,DONI,62,29,33,0,38,24,0,62,0,0,2,60,0,32,30,0,54,8,0,11,24,27,54,8,0,37,25,0,28,34,0,Doni Dpep,Gadag,Mundaragi,13/01/2017,GLPS Doni DPEP,36821,Doni,0.44,0.11,0.11,0.11,0.11,0.22,0.44,0.33,0.33,0.22,0.11,0,0.44,0.11,0,0.11,0.22,0.11,0.33,0,3.89
GADAG,MUNDARAGI,36874,GHPS EKLASPUR,29080201601,EKLASPUR,89,67,22,0,47,41,1,77,12,0,45,44,0,24,65,0,79,10,0,47,42,0,78,11,0,65,24,0,30,55,4,Eklaspur,Gadag,Mundaragi,03/12/2016,GHPS Eklaspur,36874,Meundi,1,0.78,1,0.89,0.67,0.89,1,1,1,1,0.89,0.67,1,0.56,0.67,0,0.78,1,1,0.44,16.22
GADAG,MUNDARAGI,36912,GHPS GUMMAGOL,29080205101,GUMMAGOL,38,10,28,0,0,38,0,24,7,7,0,38,0,0,34,4,35,3,0,13,22,3,33,5,0,22,12,4,2,36,0,Gumgol,Gadag,Mundaragi,14/02/2017,GHPS Gumgol,36912,Hammigi,1,0.67,0.17,0.67,0.5,0.33,0.33,0.67,1,1,0.5,0.67,0.83,0.67,0,0,0.33,0.5,0.5,0.5,10.83
GADAG,MUNDARAGI,36872,GHPS HAITAPUR,29080201701,HAITAPUR,91,53,38,0,9,82,0,83,7,1,46,45,0,48,41,2,89,2,0,71,20,0,86,4,1,75,16,0,28,63,0,Haitapur,Gadag,Mundaragi,03/12/2016,GHPS Haitapur,36872,Meundi,1,0.64,0.73,0.73,0.64,0.64,0.64,0.73,0.91,0.91,0.64,0.36,0.91,0.55,0.27,0,0.64,0.91,0.73,0.45,13
GADAG,MUNDARAGI,36903,GHPGS HALLIKERI,29080200702,HALLIKERI,99,54,45,0,51,48,0,83,16,0,59,40,0,1,5,93,86,12,1,17,82,0,76,23,0,45,54,0,36,61,2,Hallikeri,Gadag,Mundaragi,03/02/2017,GHPGS Hallikeri,36903,Hallikeri,0.81,0.54,0.73,0.62,0.58,0.5,0.54,0.81,0.85,0.77,0.46,0.27,0.81,0.62,0.5,0.19,0.58,0.62,0.77,0.5,12.04
GADAG,MUNDARAGI,36905,GHPS HALLIKERI,29080200701,HALLIKERI,81,64,17,0,43,38,0,57,24,0,30,51,0,0,0,81,74,7,0,22,59,0,73,8,0,43,38,0,29,47,5,Hallikeri,Gadag,Mundaragi,03/02/2017,GHPS Hallikeri,36905,Hallikeri,0.75,0.42,0.42,0.42,0.5,0.25,0.17,0.5,0.58,0.42,0.33,0.25,0.75,0.5,0.25,0,0.42,0.33,0.75,0.25,8.25
GADAG,MUNDARAGI,36909,GHPGS HAMMIGI,29080205203,HAMMIGI,105,92,13,0,56,49,0,85,20,0,51,54,0,56,46,3,93,12,0,63,40,2,81,20,4,68,35,2,14,87,4,Hammigi,Gadag,Mundaragi,14/02/2017,GHGPS Hammigi,36909,Hammigi,0.69,0.38,0.35,0.38,0.38,0.38,0.35,0.5,0.77,0.81,0.42,0.35,0.69,0.35,0.15,0.19,0.27,0.31,0.46,0.31,8.5
GADAG,MUNDARAGI,36914,GHPS HAMMIGI,29080205201,HAMMIGI,99,92,7,0,67,32,0,65,34,0,66,31,2,40,55,4,83,15,1,65,33,1,73,23,3,76,20,3,13,78,8,Hammigi,Gadag,Mundaragi,14/02/2017,GHPS Hammigi,36914,Hammigi,0.76,0.48,0.52,0.71,0.62,0.62,0.52,0.71,0.95,0.9,0.76,0.48,0.71,0.57,0.43,0.48,0.52,0.38,0.48,0.19,11.81
GADAG,MUNDARAGI,36828,GLPUS HAMMIGI,29080205202,HAMMIGI,10,8,2,0,10,0,0,10,0,0,0,10,0,6,3,1,6,4,0,8,2,0,10,0,0,10,0,0,5,4,1,Hammigi,Gadag,Mundaragi,14/02/2017,GULPS Hammigi,36828,Hammigi,0.75,0.75,0.5,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.5,0,0.75,0.5,0,0.25,0.5,0.5,0.5,0.5,9
GADAG,MUNDARAGI,36851,GHPS HAROGERI,29080202703,HAROGERI,119,73,46,0,35,64,20,81,22,16,32,77,10,47,41,31,112,7,0,57,61,1,113,6,0,96,20,3,33,86,0,Harogeri,Gadag,Mundaragi,17/12/2016,GHPS Harogeri,36851,Harogeri,0.81,0.27,0.38,0.38,0.27,0.23,0.23,0.42,0.69,0.54,0.15,0.27,0.62,0.23,0.15,0.35,0.23,0.12,0.19,0.27,6.81
GADAG,MUNDARAGI,36852,GLPKGS HAROGERI,29080202701,HAROGERI,50,19,31,0,18,13,19,43,0,7,29,7,14,13,9,28,42,8,0,22,27,1,42,8,0,32,11,7,16,33,1,Harogeri,Gadag,Mundaragi,17/12/2016,GLPGS Harogeri,36852,Harogeri,0.76,0.19,0.29,0.19,0.14,0.38,0.29,0.29,0.52,0.57,0.14,0.14,0.57,0.14,0.05,0.05,0.1,0.14,0.33,0.05,5.33
GADAG,MUNDARAGI,36891,GLPUS HAROGERI,29080202702,HAROGERI,20,9,11,0,9,5,6,15,0,5,3,17,0,9,5,6,16,3,1,7,7,6,14,5,1,12,7,1,7,13,0,Harogeri,Gadag,Mundaragi,08/10/2016,GLPUS Harogeri,36891,Hirewaddatti,0.75,0.13,0.38,0.38,0.25,0.38,0.25,0.13,0.38,0.13,0,0,0.75,0.13,0,0.25,0.13,0,0,0.13,4.5
GADAG,MUNDARAGI,36884,GHPS HESARUR,29080204201,HESAROOR,111,83,28,0,72,39,0,65,46,0,54,57,0,49,59,3,78,33,0,53,58,0,79,32,0,66,45,0,54,53,4,Hesarur,Gadag,Mundaragi,10/12/2016,GHPS Hesarur,36884,Hesarur,0.84,0.21,0.32,0.53,0.32,0.42,0.58,0.53,0.68,0.63,0.53,0.26,0.79,0.32,0.21,0.26,0.42,0.58,0.37,0.11,8.89
GADAG,MUNDARAGI,36850,GHPGS HIREWADDATTI,29080202104,HIREWADDATTI,90,54,36,0,88,2,0,90,0,0,5,85,0,86,4,0,84,6,0,71,19,0,81,9,0,81,9,0,58,32,0,Hirewaddatti,Gadag,Mundaragi,08/10/2016,GHPGS Hirewaddatti,36850,Hirewaddatti,0.68,0.44,0.59,0.5,0.29,0.47,0.53,0.59,0.74,0.74,0.59,0.32,0.68,0.38,0.21,0.12,0.29,0.5,0.44,0.09,9.18
GADAG,MUNDARAGI,36820,GLPS HIREWADDATTI,29080202101,HIREWADDATTI,20,9,11,0,9,6,5,16,1,3,3,17,0,10,2,8,14,4,2,9,10,1,12,6,2,10,7,3,4,16,0,Hirewaddatti,Gadag,Mundaragi,08/10/2016,GLPS Hirewaddatti,36820,Hirewaddatti,0.86,0.29,0.43,0.14,0,0.43,0.29,0.57,0.86,0.71,0.29,0.43,0.86,0,0,0.14,0.14,0.43,0.43,0.14,7.43
GADAG,MUNDARAGI,36848,GMCS HIREWADDATTI,29080202103,HIREWADDATTI,104,49,55,0,32,38,34,103,1,0,2,99,3,40,24,40,93,5,6,59,41,4,91,7,6,74,25,5,18,86,0,Hirewaddatti,Gadag,Mundaragi,08/10/2016,GMCS Hirewaddatti,36848,Hirewaddatti,0.75,0.4,0.5,0.3,0.3,0.5,0.55,0.7,0.9,0.9,0.5,0.7,0.85,0.55,0.2,0.25,0.4,0.65,0.45,0.35,10.7
GADAG,MUNDARAGI,36819,GLPS HOSUR DAMBAL,29080201507,HOSUR DAMBAL,46,21,25,0,45,0,1,45,0,1,7,33,6,20,16,10,43,2,1,21,24,1,40,5,1,28,14,4,15,30,1,Hosur Dambal,Gadag,Mundaragi,25/11/2016,GLPS Hosur Dambal,36819,Dambal,0.91,0.55,0.82,0.55,0.55,0.18,0.45,0.82,0.91,0.91,0.55,0.27,0.91,0.64,0.18,0.09,0.55,0.64,0.64,0.45,11.55
GADAG,MUNDARAGI,36837,GHPS JALAWADAGI,29080204601,JALAWADAGI,79,62,17,0,42,31,6,68,6,5,39,40,0,45,25,9,68,8,3,38,39,2,65,11,3,41,32,6,23,51,5,Jalawadagi ,Gadag,Mundaragi,10/12/2016,GHPS Jalawadagi ,36837,Bagewadi ,0.83,0.33,0.61,0.39,0.17,0.28,0.22,0.61,0.72,0.78,0.33,0.44,0.78,0.44,0.22,0.44,0.5,0.56,0.61,0.28,9.56
GADAG,MUNDARAGI,36907,GMCS JANTLI SHIRUR,29080200501,JANTLI SHIRUR,150,78,72,0,139,11,0,136,14,0,7,143,0,71,79,0,120,30,0,60,75,15,131,19,0,116,34,0,56,79,15,Jantli Shirur,Gadag,Mundaragi,10/12/2016,GMCS Jantli Shirur,36907,Jantli Shirur,0.82,0.36,0.73,0.36,0.45,0.45,0.36,0.73,0.73,0.91,0.82,0.27,0.73,0.55,0.36,0.27,0.45,0.64,0.09,0,10.09
GADAG,MUNDARAGI,36854,GHPS KADAMPUR,29080200201,KADAMPUR,137,64,73,0,137,0,0,101,31,5,5,132,0,70,67,0,122,11,4,37,43,57,124,11,2,115,20,2,61,76,0,Kadampur,Gadag,Mundaragi,08/10/2016,GHPS Kadampur,36854,Susheelamma,0.88,0.62,0.62,0.15,0.23,0.35,0.35,0.69,0.62,0.69,0.27,0.27,0.81,0.27,0.15,0.35,0.46,0.5,0.46,0.04,8.77
GADAG,MUNDARAGI,36887,GHPS KAKKUR,29080204301,KAKKUR,59,42,17,0,28,31,0,47,12,0,28,31,0,28,31,0,49,10,0,21,38,0,46,13,0,43,16,0,24,33,2,Kakkur,Gadag,Mundaragi,10/12/2016,GHPS Kakkur,36887,Hesarur,0.88,0.38,0.5,0.38,0.38,0.5,0.5,0.63,0.75,0.38,0.25,0.13,0.88,0.75,0,0,0.25,0.63,0.75,0.25,9.13
GADAG,MUNDARAGI,36860,GHPS KAPPATAGIRI(DONI T),29080201301,KAPPATAGIRI,107,65,41,1,61,46,0,94,12,1,6,101,0,67,40,0,105,2,0,34,51,22,103,4,0,78,29,0,43,64,0,Kappatagiri,Gadag,Mundaragi,08/10/2016,GHPS Kappatagiri(Doni T),36860,Susheelamma,0.91,0.27,0.5,0.23,0.23,0.18,0.23,0.68,0.68,0.77,0.23,0.27,0.82,0.36,0.23,0.41,0.55,0.36,0.55,0.14,8.59
GADAG,MUNDARAGI,36846,GHPS KELUR,29080202601,KELUR,57,16,41,0,32,14,11,27,3,27,39,14,4,25,22,10,50,7,0,13,43,1,52,2,3,35,17,5,16,39,2,Kelur,Gadag,Mundaragi,17/12/2016,GHPS Kelur,36846,Harogeri,1,0.6,0.8,0.4,0.4,0.4,0.4,0.6,0.8,0.8,0.4,0.6,1,0.4,0.4,0.6,0.4,0.6,0.8,0.2,11.6
GADAG,MUNDARAGI,36868,GHPS KORLHALLI,29080204402,KORLHALLI,174,87,86,1,51,64,59,123,30,21,8,156,10,59,49,66,147,23,4,109,59,6,141,29,4,132,36,6,51,119,4,Korlahalli,Gadag,Mundaragi,06/12/2016,GHPS Korlahalli,36868,Korlahalli,0.93,0.71,0.64,0.29,0.43,0.43,0.5,0.57,0.93,0.71,0.36,0.36,0.86,0.43,0.07,0.29,0.36,0.29,0.57,0.64,10.36
GADAG,MUNDARAGI,36889,GHPUS KORLHALLI,29080204403,KORLAHALLI,29,15,14,0,22,2,5,17,6,6,2,26,1,13,1,15,25,4,0,17,12,0,23,4,2,20,8,1,8,21,0,Korlahalli,Gadag,Mundaragi,11/12/2016,GUHPS Korlahalli,36889,Korlahalli,0.75,0.25,0.5,0,0,0,0.25,0,0,0,0.75,0,0.75,0,0,0,0,0,0,0,3.25
GADAG,MUNDARAGI,36835,GHPS MALLIKARJUNAPURA,29080204701,MALLIKARJUNPUR,50,33,17,0,7,43,0,35,14,1,0,50,0,0,50,0,41,2,7,19,24,7,40,3,7,19,24,7,0,32,18,Mallikarjunapura,Gadag,Mundaragi,10/12/2016,GHPS Mallikarjunapura,36835,Bagewadi ,0.8,0,0.4,0.2,0.4,0,0.6,0.2,0.4,0.4,0.2,0,1,0.6,0,0.8,0.2,0.6,0.2,0,7
GADAG,MUNDARAGI,36871,GHPS MEUNDI,29080201802,MEUNDI,95,70,25,0,79,16,0,82,13,0,62,33,0,45,50,0,84,11,0,39,56,0,83,12,0,74,21,0,43,52,0,Meundi,Gadag,Mundaragi,03/12/2016,GHPS Meundi,36871,Meundi,0.86,0.27,0.59,0.41,0.5,0.68,0.68,0.73,0.68,0.73,0.45,0.41,0.86,0.27,0.09,0.05,0.64,0.77,0.64,0.14,10.45
GADAG,MUNDARAGI,36873,GLPKGS MEUNDI,29080201801,MEUNDI,76,67,9,0,57,19,0,74,2,0,30,46,0,53,23,0,73,3,0,44,32,0,71,5,0,66,10,0,43,33,0,Meundi,Gadag,Mundaragi,03/12/2016,GLPKGS Meundi,36873,Meundi,0.81,0.43,0.67,0.38,0.48,0.38,0.43,0.67,0.76,0.67,0.29,0.14,0.76,0.1,0.1,0.33,0.52,0.62,0.48,0.19,9.19
GADAG,MUNDARAGI,36888,GHPS MUKTUMPUR,29080203201,MUKTUMPUR,67,34,33,0,36,12,19,51,5,11,21,40,6,35,18,14,60,6,1,42,25,0,55,12,0,54,12,1,21,45,1,Muktumpur,Gadag,Mundaragi,11/12/2016,GHPS Muktumpur,36888,Korlahalli,1,0.64,0.36,0.5,0.36,0.5,0.57,0.71,0.86,0.93,0.36,0.71,0.93,0.29,0.29,0,0.57,0.86,0.86,0.29,11.57
GADAG,MUNDARAGI,36818,GHPS MUNDAWAD,29080204801,MUNDAWAD,105,94,11,0,82,22,1,81,24,0,94,10,1,33,60,12,101,4,0,77,26,2,88,14,3,81,22,2,14,74,17,Mundawad,Gadag,Mundaragi,24/12/2016,GHPS Mundawad,36818,Bidarahalli,0.65,0.19,0.42,0.31,0.23,0.38,0.38,0.42,0.54,0.5,0.19,0.31,0.65,0.31,0.23,0.31,0.31,0.31,0.42,0.12,7.19
GADAG,MUNDARAGI,36827,GHPS NAGARAHALLI,29080204001,NAGARAHALLI,110,66,44,0,56,51,3,88,21,1,43,67,0,56,53,1,97,13,0,51,59,0,92,18,0,79,31,0,39,58,13,Nagarahalli,Gadag,Mundaragi,10/12/2016,GHPS Nagarahalli,36827,Hesarur,0.88,0.44,0.68,0.6,0.48,0.36,0.48,0.8,0.68,0.76,0.36,0.28,0.84,0.6,0.08,0.08,0.4,0.28,0.32,0.2,9.6
GADAG,MUNDARAGI,36840,GLPS NARAYANAPUR( DAMBAL),29080201506,NARAYANPUR,20,10,10,0,15,0,5,17,0,3,2,11,7,8,4,8,16,2,2,8,7,5,15,2,3,11,5,4,8,10,2,Narayanapur,Gadag,Mundaragi,25/11/2016,GLPS Narayanapur,36840,Dambal,0.5,0,0,0,0,0,0,0,0.5,0.5,0.25,0,0,0,0,0.75,0,0,0,0,2.5
GADAG,MUNDARAGI,36904,GHPKGS PETALUR,29080200902,PETALUR,63,48,14,1,35,27,1,44,19,0,25,38,0,0,2,61,50,13,0,20,43,0,55,8,0,38,25,0,28,26,9,Petaalur,Gadag,Mundaragi,24/12/2016,GHPGS Petaalur,36904,Petaalur,0.77,0.38,0.54,0.54,0.31,0.46,0.62,0.54,1,0.92,0.46,0.31,0.92,0.23,0.15,0.38,0.31,0.38,0.46,0,9.69
GADAG,MUNDARAGI,36900,GMCS PETA ALUR,29080200901,PETALUR,53,35,18,0,47,1,5,52,1,0,0,34,19,0,0,53,53,0,0,32,21,0,53,0,0,23,30,0,20,33,0,Petaalur,Gadag,Mundaragi,24/12/2016,GMCS Petaalur,36900,Petaalur,0.67,0.17,0.67,0.17,0.33,0.17,0.08,0.58,0.83,0.67,0.42,0.33,0.92,0.17,0.08,0.17,0.17,0.08,0.5,0.08,7.25
GADAG,MUNDARAGI,36890,GLPUS PETAALUR,29080200903,PETALUR,20,12,8,0,11,7,2,18,2,0,2,18,0,0,5,15,15,5,0,13,7,0,19,1,0,16,4,0,4,15,1,Petaalur,Gadag,Mundaragi,24/12/2016,GULPS Petaalur,36890,Petaalur,1,0.5,0.67,0.5,0.33,0.33,0.5,0.67,0.83,0.5,0.5,0,0.5,0.33,0.33,0,0.17,0.67,0.5,0.17,9
GADAG,MUNDARAGI,36829,GLPS PETALUR(DPEP),29080200904,PETALUR,38,27,11,0,17,19,2,31,7,0,6,32,0,0,0,38,32,6,0,11,27,0,33,5,0,24,13,1,8,26,4,Petalur Dpep,Gadag,Mundaragi,24/12/2016,GLPS Petalur Dpep,36829,Petaalur,0.86,0.71,0.71,0.43,0.71,0.71,0.57,0.86,0.71,0.71,0.71,0.14,0.86,0.71,0.29,0.71,0.57,0,0.57,0.43,12
GADAG,MUNDARAGI,36842,GHPS RAMENAHALLI D.S(DAMBAL),29080201505,D.S.RAMENAHALLI,63,31,32,0,52,0,11,63,0,0,13,38,12,28,21,14,57,1,5,32,25,6,54,7,2,42,16,5,19,43,1,Ramenahalli D S,Gadag,Mundaragi,10/12/2016,GHPS Ramenahalli D S,36842,Jantli Shirur,0.78,0.11,0.67,0.67,0.22,0.44,0.22,0.44,0.78,0.44,0.11,0.44,0.67,0.44,0,0,0.22,0.44,0.56,0.67,8.33
GADAG,MUNDARAGI,36870,GHPS SEVALALNAGAR(BIDNAL L.T),29080203701,BIDNAL TANDA,70,37,33,0,46,10,14,55,7,8,39,31,0,17,51,2,57,7,6,34,29,7,52,13,5,51,16,3,34,33,3,Sevalal nagar(Bidnal Tanda),Gadag,Mundaragi,10/12/2016,GHPS Sevalal nagar (Bidnal Tanda),36870,Bidnal,0.85,0.23,0.54,0.15,0.46,0.38,0.31,0.38,0.23,0.46,0.23,0.38,0.77,0.31,0.31,0.23,0.38,0.46,0.38,0.08,7.54
GADAG,MUNDARAGI,36859,GLPS SHINGATARAYANAKERI,29080201001,SHINGATRAYANKERI,38,21,17,0,34,1,3,37,0,1,3,27,8,17,11,10,32,4,2,17,18,3,30,6,2,19,17,2,15,21,2,Shingatarayanakeri,Gadag,Mundaragi,31/12/2016,GLPS Shingatarayanakeri,36859,Shivajinagar,0.89,0.22,0.56,0.33,0.44,0.89,0.22,0.89,1,0.44,0.67,0.22,0.89,0.67,0.33,0,0.56,0.56,0.89,0.44,11.11
